filament_id,tier,length_mpc_h,ngal_endpoint1,ngal_endpoint2,richness_sum,redshift_mean,endpoint1_ra,endpoint1_dec,endpoint2_ra,endpoint2_dec,center_ra,center_dec,angular_sep_deg,n_member_galaxies,lum_endpoint1,lum_endpoint2,pass_L_ge_15,pass_z_01_02,pass_ang_sep_05,pass_ngal_ge_15,pass_ngal_ge_10,pass_kids_footprint
84,A_primary,27.14,21,27,48,0.1074,133.1915,-0.0554,135.9737,2.2188,134.5826,1.0817,3.593,90,28.07,45.76,True,True,True,True,True,True
282,A_primary,28.24,20,28,48,0.1101,181.2245,1.2458,179.1271,-0.54,180.1758,0.3529,2.755,70,27.06,39.64,True,True,True,True,True,True
4506,A_primary,16.78,21,25,46,0.1134,197.2202,-1.5608,199.1064,-0.7942,198.1633,-1.1775,2.036,44,28.52,32.93,True,True,True,True,True,True
4764,A_primary,17.63,21,24,45,0.1268,214.7926,0.9793,217.423,1.0332,216.1078,1.0063,2.631,76,45.14,49.46,True,True,True,True,True,True
86,A_primary,31.53,20,22,42,0.1102,187.3913,-0.6525,192.2749,0.6165,189.8331,-0.018,5.046,103,23.01,24.92,True,True,True,True,True,True
7830,A_primary,17.65,19,23,42,0.1162,211.5474,-1.9913,213.3238,-0.528,212.4356,-1.2596,2.301,71,34.03,40.13,True,True,True,True,True,True
2104,A_primary,20.16,18,23,41,0.1209,226.0629,-1.6136,229.22,-1.2776,227.6415,-1.4456,3.174,58,32.01,38.56,True,True,True,True,True,True
2316,A_primary,24.78,16,24,40,0.1212,228.9743,-0.3219,230.841,1.4976,229.9076,0.5878,2.607,116,25.86,41.79,True,True,True,True,True,True
3585,A_primary,17.3,19,20,39,0.1252,231.7591,-0.9673,233.2482,-1.8316,232.5036,-1.3994,1.721,70,26.43,28.32,True,True,True,True,True,True
3158,A_primary,27.71,18,20,38,0.1391,199.8671,0.5881,203.3871,2.4417,201.6271,1.5149,3.977,84,38.15,43.68,True,True,True,True,True,True
1971,A_primary,18.15,15,22,37,0.1048,168.4774,1.9788,166.2858,2.0538,167.3816,2.0163,2.192,50,21.32,29.78,True,True,True,True,True,True
2949,A_primary,29.8,17,20,37,0.1181,218.312,-0.4291,218.2043,1.9075,218.2582,0.7392,2.339,117,22.9,26.75,True,True,True,True,True,True
1688,A_primary,20.65,17,19,36,0.1247,168.711,-0.3481,165.8104,1.2243,167.2607,0.4381,3.299,84,30.94,32.77,True,True,True,True,True,True
4221,A_primary,25.7,16,20,36,0.1027,213.9428,-2.5364,217.1997,0.7872,215.5712,-0.8746,4.653,69,19.36,22.66,True,True,True,True,True,True
4123,A_primary,21.11,16,19,35,0.1092,180.1051,-2.9922,176.2832,-2.9198,178.1941,-2.956,3.818,55,22.2,26.26,True,True,True,True,True,True
1287,A_primary,16.03,15,18,33,0.1147,229.3987,0.5879,230.2253,2.1203,229.812,1.3541,1.741,52,21.28,27.04,True,True,True,True,True,True
3407,A_primary,16.71,15,17,32,0.1122,168.1788,-0.7289,165.8873,0.1923,167.033,-0.2683,2.47,56,19.79,22.21,True,True,True,True,True,True
10190,A_primary,23.58,16,16,32,0.1254,185.2635,-0.7756,183.7312,1.1013,184.4974,0.1628,2.423,64,29.11,29.11,True,True,True,True,True,True
2911,A_primary,20.07,15,16,31,0.1502,220.9608,-1.0362,219.1196,1.255,220.0402,0.1094,2.939,66,39.32,44.1,True,True,True,True,True,True
1890,B_relaxed,20.12,14,18,32,0.1031,166.6518,-1.0828,163.8079,1.4987,165.2298,0.2079,3.841,42,16.67,21.9,True,True,True,False,True,True
949,B_relaxed,18.26,13,17,30,0.1384,218.5021,0.173,220.5493,2.2783,219.5257,1.2256,2.936,57,19.7,26.96,True,True,True,False,True,True
811,B_relaxed,20.18,14,14,28,0.1282,215.6449,-0.9315,213.1361,-0.6027,214.3905,-0.7671,2.53,44,19.88,19.88,True,True,True,False,True,True
5771,B_relaxed,16.14,12,16,28,0.1261,214.658,-2.533,213.8568,-0.5055,214.2574,-1.5193,2.18,36,24.31,29.5,True,True,True,False,True,True
36,B_relaxed,17.61,13,14,27,0.1133,156.6831,-0.6675,155.1052,1.9779,155.8942,0.6552,3.08,47,16.84,17.58,True,True,True,False,True,True
2378,B_relaxed,16.63,12,13,25,0.1146,211.6799,-0.5511,212.2566,1.9664,211.9682,0.7077,2.583,46,18.96,21.77,True,True,True,False,True,True
5180,B_relaxed,16.71,11,14,25,0.1163,228.6372,-2.2636,229.3934,-0.5128,229.0153,-1.3882,1.907,27,19.18,23.04,True,True,True,False,True,True
4091,B_relaxed,17.57,11,13,24,0.1131,228.9067,-1.9957,231.16,-2.4017,230.0333,-2.1987,2.288,40,17.9,21.62,True,True,True,False,True,True
4162,B_relaxed,17.57,11,12,23,0.1479,201.8362,-1.2858,204.1225,-1.8211,202.9793,-1.5535,2.347,41,23.72,25.37,True,True,True,False,True,True
1725,C_allsky,40.65,79,107,186,0.1009,128.5871,16.365,125.9999,19.8898,127.2935,18.1274,4.298,154,103.29,131.3,True,True,True,True,True,False
1262,C_allsky,63.83,71,82,153,0.1031,228.9814,4.1483,227.2134,9.6868,228.0974,6.9176,5.81,173,101.9,117.72,True,True,True,True,True,False
625,C_allsky,42.8,47,58,105,0.1042,152.7113,33.6017,155.7719,37.3636,154.2416,35.4827,4.513,132,65.24,83.26,True,True,True,True,True,False
1827,C_allsky,50.38,42,55,97,0.1194,146.4101,1.9608,144.488,5.3071,145.4491,3.634,3.857,120,72.7,97.64,True,True,True,True,True,False
1583,C_allsky,30.52,46,50,96,0.1117,211.5578,6.5516,214.9428,5.2095,213.2503,5.8805,3.625,99,63.22,67.27,True,True,True,True,True,False
573,C_allsky,36.31,44,51,95,0.1142,126.1788,6.9002,131.061,9.1877,128.6199,8.044,5.348,125,63.71,76.03,True,True,True,True,True,False
2736,C_allsky,27.65,37,55,92,0.104,203.8884,61.4853,208.2144,64.05,206.0514,62.7677,3.24,123,58.3,79.49,True,True,True,True,True,False
764,C_allsky,38.81,42,48,90,0.103,246.3994,20.393,244.9444,24.9439,245.6719,22.6685,4.745,100,52.68,61.92,True,True,True,True,True,False
276,C_allsky,48.26,42,45,87,0.1104,240.8112,12.959,240.8146,18.5919,240.8129,15.7755,5.633,123,68.54,71.23,True,True,True,True,True,False
1044,C_allsky,38.17,37,48,85,0.1072,170.2786,56.5449,178.6611,60.536,174.4699,58.5404,5.922,95,58.13,71.53,True,True,True,True,True,False
1671,C_allsky,36.81,38,47,85,0.1185,153.4306,9.1459,157.5133,12.5285,155.472,10.8372,5.246,107,67.61,79.39,True,True,True,True,True,False
1868,C_allsky,30.2,38,46,84,0.1139,192.4703,18.8563,187.4697,19.2064,189.97,19.0313,4.74,97,71.82,83.75,True,True,True,True,True,False
807,C_allsky,61.8,39,42,81,0.1138,215.181,27.6799,206.3777,32.5229,210.7793,30.1014,9.025,153,67.13,74.78,True,True,True,True,True,False
7463,C_allsky,16.11,27,54,81,0.1168,202.1994,57.2837,200.2453,57.4594,201.2224,57.3716,1.068,122,39.81,76.16,True,True,True,True,True,False
2785,C_allsky,17.14,34,44,78,0.1011,130.8122,40.8735,127.5461,40.2039,129.1791,40.5387,2.571,89,49.83,62.3,True,True,True,True,True,False
5201,C_allsky,15.06,35,43,78,0.1083,183.8078,30.1585,182.2354,32.0346,183.0216,31.0966,2.309,85,47.13,56.5,True,True,True,True,True,False
816,C_allsky,40.36,35,42,77,0.1123,135.1123,22.7763,130.1162,25.9636,132.6142,24.3699,5.556,120,55.72,65.99,True,True,True,True,True,False
819,C_allsky,27.67,34,43,77,0.1105,168.4693,30.0388,164.5585,31.5802,166.5139,30.8095,3.696,100,51.71,62.8,True,True,True,True,True,False
4586,C_allsky,25.69,31,46,77,0.1057,236.1204,5.2391,236.0622,6.0099,236.0913,5.6245,0.773,81,54.0,72.44,True,True,True,True,True,False
2083,C_allsky,54.11,34,40,74,0.1289,159.2277,43.6757,156.5423,48.2958,157.885,45.9858,4.983,128,71.11,83.11,True,True,True,True,True,False
753,C_allsky,40.13,34,39,73,0.1137,200.5071,5.9254,194.2984,4.0196,197.4027,4.9725,6.472,119,54.89,60.65,True,True,True,True,True,False
974,C_allsky,19.61,29,42,71,0.1064,217.1457,56.5057,217.7396,58.6574,217.4426,57.5816,2.175,65,43.95,60.8,True,True,True,True,True,False
1149,C_allsky,45.28,32,39,71,0.122,210.9623,43.4174,209.2664,45.0375,210.1144,44.2274,2.025,111,50.41,63.34,True,True,True,True,True,False
52,C_allsky,36.2,32,38,70,0.1043,175.081,16.4287,171.0279,18.8974,173.0544,17.663,4.584,83,44.65,54.33,True,True,True,True,True,False
2978,C_allsky,22.32,30,40,70,0.1164,130.3287,17.1178,129.9445,18.8608,130.1366,17.9893,1.781,91,47.82,70.23,True,True,True,True,True,False
469,C_allsky,53.88,32,37,69,0.1283,226.8014,34.4151,225.9963,38.0843,226.3989,36.2497,3.726,127,47.45,54.49,True,True,True,True,True,False
1438,C_allsky,18.4,33,36,69,0.1185,223.0962,16.4766,223.2316,18.7565,223.1639,17.6166,2.284,54,54.1,57.01,True,True,True,True,True,False
2279,C_allsky,37.15,32,36,68,0.1235,129.9514,19.7919,124.6298,20.5158,127.2906,20.1538,5.048,74,65.35,70.91,True,True,True,True,True,False
2664,C_allsky,24.62,29,39,68,0.1004,154.1954,8.6455,157.0362,11.5276,155.6158,10.0866,4.016,68,32.6,47.38,True,True,True,True,True,False
3587,C_allsky,39.69,32,36,68,0.1001,155.1288,25.2499,152.1828,29.3603,153.6558,27.3051,4.873,94,39.29,42.56,True,True,True,True,True,False
4592,C_allsky,30.26,31,36,67,0.1046,243.0413,16.4329,244.3574,19.6052,243.6994,18.0191,3.41,65,44.38,50.1,True,True,True,True,True,False
1199,C_allsky,37.26,25,41,66,0.1124,219.8665,19.0106,215.4235,20.7474,217.645,19.879,4.525,88,30.41,64.07,True,True,True,True,True,False
1566,C_allsky,34.66,31,35,66,0.1203,185.9037,7.0646,183.8946,5.2922,184.8991,6.1784,2.67,127,52.68,57.28,True,True,True,True,True,False
2431,C_allsky,26.83,29,37,66,0.1148,233.7391,32.6541,238.6257,33.8451,236.1824,33.2496,4.257,64,52.93,66.61,True,True,True,True,True,False
856,C_allsky,25.63,30,35,65,0.1012,136.0412,18.712,135.3543,19.8588,135.6978,19.2854,1.317,66,44.75,49.84,True,True,True,True,True,False
1004,C_allsky,22.19,30,34,64,0.1186,121.7283,52.0767,124.2604,55.5947,122.9943,53.8357,3.822,115,52.15,58.5,True,True,True,True,True,False
2066,C_allsky,31.21,30,33,63,0.121,170.693,30.5913,166.0525,33.3535,168.3727,31.9724,4.809,86,47.4,53.42,True,True,True,True,True,False
2424,C_allsky,19.11,27,36,63,0.1122,159.0012,18.7522,156.4292,21.3789,157.7152,20.0655,3.569,58,44.75,61.26,True,True,True,True,True,False
1535,C_allsky,34.51,30,32,62,0.1165,223.0269,6.4494,226.7074,7.6424,224.8671,7.0459,3.843,108,48.92,50.91,True,True,True,True,True,False
3571,C_allsky,27.82,28,34,62,0.1054,162.5852,37.8232,157.1262,37.9134,159.8557,37.8683,4.31,55,45.47,55.89,True,True,True,True,True,False
395,C_allsky,27.29,28,33,61,0.1332,235.5107,15.2761,238.6366,16.0444,237.0736,15.6603,3.106,88,55.35,67.25,True,True,True,True,True,False
677,C_allsky,27.73,26,35,61,0.1031,175.4667,5.3348,175.3742,8.7584,175.4205,7.0466,3.425,44,32.68,39.99,True,True,True,True,True,False
800,C_allsky,31.74,29,32,61,0.1062,222.9883,27.3475,226.2838,29.8185,224.6361,28.583,3.805,74,39.95,43.77,True,True,True,True,True,False
3117,C_allsky,25.82,28,33,61,0.1085,155.3225,5.7155,154.4257,3.236,154.8741,4.4757,2.636,50,43.0,51.71,True,True,True,True,True,False
6391,C_allsky,20.26,27,34,61,0.115,174.3592,66.8138,179.5493,67.8478,176.9543,67.3308,2.252,77,50.28,61.31,True,True,True,True,True,False
5792,C_allsky,15.18,29,31,60,0.1065,122.4533,17.2388,119.4254,18.4757,120.9394,17.8573,3.136,71,44.1,46.34,True,True,True,True,True,False
645,C_allsky,35.3,28,31,59,0.1404,206.0649,24.2719,209.434,26.9264,207.7494,25.5991,4.035,108,66.37,71.16,True,True,True,True,True,False
722,C_allsky,26.13,27,31,58,0.1257,142.5921,30.5291,138.5996,30.161,140.5959,30.3451,3.465,81,39.21,43.73,True,True,True,True,True,False
1295,C_allsky,20.24,25,33,58,0.1137,228.4343,28.0516,231.0246,29.5679,229.7294,28.8097,2.73,49,34.96,46.12,True,True,True,True,True,False
2856,C_allsky,22.3,28,30,58,0.1079,207.4117,37.9475,209.6536,40.3785,208.5326,39.163,2.989,91,45.15,46.91,True,True,True,True,True,False
1027,C_allsky,24.51,26,31,57,0.1044,189.7515,21.0684,189.2502,24.8207,189.5008,22.9446,3.781,80,38.04,45.1,True,True,True,True,True,False
1267,C_allsky,29.64,24,33,57,0.1458,159.5449,39.5363,154.403,39.1879,156.9739,39.3621,3.991,91,62.87,89.81,True,True,True,True,True,False
1838,C_allsky,24.18,28,29,57,0.1222,143.2496,61.2198,141.9806,63.1517,142.6151,62.1857,2.021,67,42.64,44.03,True,True,True,True,True,False
3309,C_allsky,27.29,25,32,57,0.1233,144.7857,60.4133,146.5343,63.8349,145.66,62.1241,3.518,64,40.58,50.09,True,True,True,True,True,False
3427,C_allsky,20.67,27,30,57,0.1062,203.8276,-3.3044,205.8557,-2.2158,204.8416,-2.7601,2.3,63,38.0,41.09,True,True,True,True,True,False
5327,C_allsky,18.7,25,32,57,0.1111,229.4592,2.6364,228.3407,4.4129,228.8999,3.5246,2.098,73,46.75,54.24,True,True,True,True,True,False
5387,C_allsky,24.8,24,33,57,0.1116,178.1801,27.015,180.6747,24.7948,179.4274,25.9049,3.157,82,39.37,52.8,True,True,True,True,True,False
263,C_allsky,32.75,27,29,56,0.1352,145.2353,8.5121,148.6969,9.6904,146.9661,9.1012,3.615,86,49.58,55.32,True,True,True,True,True,False
983,C_allsky,16.63,20,36,56,0.1103,155.4347,8.8817,156.9225,10.7421,156.1786,9.8119,2.369,64,37.0,60.78,True,True,True,True,True,False
1099,C_allsky,35.74,27,29,56,0.1117,187.8541,45.1569,184.0572,43.7591,185.9557,44.458,3.049,137,31.65,33.69,True,True,True,True,True,False
1440,C_allsky,27.28,26,30,56,0.1269,232.0372,30.9979,236.2909,33.3828,234.164,32.1904,4.318,104,47.3,53.15,True,True,True,True,True,False
1808,C_allsky,26.86,25,31,56,0.1109,162.4973,7.0331,165.1148,7.7311,163.8061,7.3821,2.688,84,42.4,50.16,True,True,True,True,True,False
3515,C_allsky,23.36,26,30,56,0.1156,232.011,0.3607,231.605,3.2458,231.808,1.8032,2.914,75,49.27,55.58,True,True,True,True,True,False
4803,C_allsky,30.28,28,28,56,0.1098,191.1305,53.9793,196.3738,53.7472,193.7522,53.8633,3.101,88,47.79,47.79,True,True,True,True,True,False
1183,C_allsky,36.65,27,28,55,0.1167,124.4339,50.6855,130.0081,49.5356,127.221,50.1106,3.755,104,49.09,50.26,True,True,True,True,True,False
1730,C_allsky,23.69,24,31,55,0.1186,259.5945,27.5721,258.6131,28.4218,259.1038,27.9969,1.214,77,42.53,52.58,True,True,True,True,True,False
249,C_allsky,33.17,25,29,54,0.111,209.9731,24.4062,211.9196,20.1067,210.9464,22.2565,4.662,100,39.42,45.12,True,True,True,True,True,False
534,C_allsky,29.66,25,29,54,0.1029,238.1419,26.7666,242.3592,26.3123,240.2505,26.5394,3.8,84,28.38,31.53,True,True,True,True,True,False
688,C_allsky,33.46,21,33,54,0.1194,154.9702,17.7429,155.0697,19.2001,155.0199,18.4715,1.46,101,36.14,59.44,True,True,True,True,True,False
1546,C_allsky,25.27,23,31,54,0.1046,175.1266,42.3534,177.0464,46.1089,176.0865,44.2312,4.0,78,30.06,39.54,True,True,True,True,True,False
4021,C_allsky,24.73,26,28,54,0.119,169.163,13.2002,165.6548,13.8221,167.4089,13.5112,3.467,96,38.88,40.68,True,True,True,True,True,False
4170,C_allsky,20.33,25,29,54,0.1353,208.0195,8.6655,208.7455,11.0008,208.3825,9.8331,2.442,63,53.82,61.06,True,True,True,True,True,False
5277,C_allsky,28.35,25,29,54,0.1059,181.1604,26.9728,183.5538,30.7767,182.3571,28.8747,4.343,58,36.67,42.43,True,True,True,True,True,False
5442,C_allsky,26.18,24,30,54,0.136,138.4221,3.4799,139.1405,5.9681,138.7813,4.724,2.589,86,48.35,56.42,True,True,True,True,True,False
958,C_allsky,40.66,24,29,53,0.102,244.1166,51.4406,239.0478,53.2371,241.5822,52.3389,3.58,57,34.08,40.49,True,True,True,True,True,False
1157,C_allsky,23.29,23,30,53,0.1135,216.3873,5.3683,219.5066,5.0583,217.947,5.2133,3.122,64,34.02,43.73,True,True,True,True,True,False
1268,C_allsky,29.76,25,28,53,0.1369,206.0621,2.4948,208.924,4.3577,207.493,3.4263,3.41,55,45.36,49.96,True,True,True,True,True,False
2141,C_allsky,19.78,25,28,53,0.1054,121.724,8.3828,122.2783,9.8506,122.0011,9.1167,1.566,76,40.79,43.4,True,True,True,True,True,False
2482,C_allsky,32.72,24,29,53,0.1294,154.5492,57.1616,157.8075,55.4766,156.1783,56.3191,2.471,95,47.02,58.35,True,True,True,True,True,False
2499,C_allsky,30.61,24,29,53,0.1121,139.6891,31.2136,135.4076,29.6897,137.5484,30.4517,3.993,96,38.23,44.54,True,True,True,True,True,False
4331,C_allsky,24.26,26,27,53,0.1061,188.5915,55.4792,192.1143,59.195,190.3529,57.3371,4.174,71,34.5,36.04,True,True,True,True,True,False
