filament_id,tier,length_mpc_h,ngal_endpoint1,ngal_endpoint2,richness_sum,redshift_mean,endpoint1_ra,endpoint1_dec,endpoint2_ra,endpoint2_dec,center_ra,center_dec,angular_sep_deg,n_member_galaxies,lum_endpoint1,lum_endpoint2,pass_L_ge_15,pass_z_01_02,pass_ang_sep_05,pass_ngal_ge_15,pass_ngal_ge_10,pass_kids_footprint
933,C_allsky,29.38,17,18,35,0.1024,187.4655,4.6401,189.8825,8.2286,188.674,6.4344,4.318,68,22.34,23.08,True,True,True,True,True,False
1082,C_allsky,19.28,16,19,35,0.1177,253.467,26.1111,254.6798,26.8276,254.0734,26.4694,1.301,55,27.72,33.64,True,True,True,True,True,False
1250,C_allsky,27.23,17,18,35,0.1226,209.494,26.4501,212.9722,27.0749,211.2331,26.7625,3.168,66,27.63,28.49,True,True,True,True,True,False
1468,C_allsky,18.62,16,19,35,0.112,170.6983,49.0768,168.6648,51.5287,169.6815,50.3027,2.775,39,22.84,25.81,True,True,True,True,True,False
1757,C_allsky,19.71,17,18,35,0.1226,211.5103,58.1348,212.4697,61.8301,211.99,59.9824,3.726,79,31.65,32.97,True,True,True,True,True,False
2018,C_allsky,24.33,16,19,35,0.1498,158.5843,39.1614,154.5474,39.6824,156.5659,39.4219,3.162,75,42.6,50.61,True,True,True,True,True,False
2237,C_allsky,22.67,17,18,35,0.1279,216.8295,43.0348,216.3599,42.2243,216.5947,42.6295,0.881,74,27.85,30.09,True,True,True,True,True,False
3053,C_allsky,24.28,17,18,35,0.1171,159.2425,58.7453,162.7982,62.3671,161.0204,60.5562,4.022,74,27.05,28.25,True,True,True,True,True,False
3279,C_allsky,17.08,16,19,35,0.1086,131.3076,31.2281,130.3671,33.1841,130.8374,32.2061,2.112,53,28.01,31.05,True,True,True,True,True,False
3457,C_allsky,22.33,17,18,35,0.1003,134.2852,16.1051,132.0149,16.7336,133.15,16.4194,2.267,58,19.75,21.97,True,True,True,True,True,False
3887,C_allsky,18.29,16,19,35,0.1026,218.5285,29.9307,221.0346,31.6325,219.7815,30.7816,2.744,52,18.58,23.61,True,True,True,True,True,False
5109,C_allsky,18.63,17,18,35,0.1194,136.1383,7.134,133.743,9.2989,134.9407,8.2164,3.211,74,35.7,36.63,True,True,True,True,True,False
5668,C_allsky,19.58,17,18,35,0.1276,146.3929,60.7901,142.2818,62.5638,144.3373,61.677,2.636,98,26.16,28.18,True,True,True,True,True,False
168,C_allsky,19.13,16,18,34,0.1073,170.494,50.0123,169.5552,52.394,170.0246,51.2031,2.453,38,19.86,23.74,True,True,True,True,True,False
218,C_allsky,17.08,15,19,34,0.1332,250.2272,27.9651,252.731,29.9187,251.4791,28.9419,2.936,50,24.15,29.6,True,True,True,True,True,False
454,C_allsky,24.79,17,17,34,0.1018,170.1915,23.6831,172.9612,27.2643,171.5763,25.4737,4.368,64,24.3,24.3,True,True,True,True,True,False
521,C_allsky,28.66,15,19,34,0.1178,179.2395,9.7522,178.3155,14.0962,178.7775,11.9242,4.437,83,22.62,28.67,True,True,True,True,True,False
563,C_allsky,24.68,17,17,34,0.1135,209.9761,52.4317,216.703,53.5547,213.3396,52.9932,4.202,53,24.94,24.94,True,True,True,True,True,False
1177,C_allsky,15.62,16,18,34,0.1052,223.7287,22.1534,224.3087,23.1831,224.0187,22.6683,1.161,39,17.07,19.08,True,True,True,True,True,False
1241,C_allsky,20.68,16,18,34,0.1223,226.7169,4.4853,225.592,5.0395,226.1544,4.7624,1.251,71,25.89,30.89,True,True,True,True,True,False
2076,C_allsky,19.64,17,17,34,0.1053,121.7161,16.6656,120.6211,20.5809,121.1686,18.6232,4.051,49,24.98,24.98,True,True,True,True,True,False
3051,C_allsky,19.68,16,18,34,0.1227,218.7588,11.3969,219.8335,12.9242,219.2962,12.1606,1.854,65,25.82,30.83,True,True,True,True,True,False
3208,C_allsky,26.1,15,19,34,0.117,162.7233,32.2869,167.0884,34.0645,164.9059,33.1757,4.063,83,21.53,31.42,True,True,True,True,True,False
3228,C_allsky,22.58,16,18,34,0.1413,178.8412,23.069,179.4448,24.6909,179.143,23.88,1.713,84,36.64,41.77,True,True,True,True,True,False
3872,C_allsky,21.19,16,18,34,0.1369,129.1139,56.5679,129.3511,58.8243,129.2325,57.6961,2.26,64,33.76,38.28,True,True,True,True,True,False
5724,C_allsky,20.08,17,17,34,0.1162,199.5495,-1.2655,201.3972,-3.1945,200.4733,-2.23,2.67,61,25.62,25.62,True,True,True,True,True,False
6454,C_allsky,24.6,15,19,34,0.1192,218.6024,20.641,221.8123,20.2537,220.2074,20.4473,3.033,54,26.68,34.76,True,True,True,True,True,False
6788,C_allsky,21.64,15,19,34,0.1148,184.355,66.5241,180.1171,68.1696,182.236,67.3469,2.318,79,23.04,29.62,True,True,True,True,True,False
7461,C_allsky,19.61,16,18,34,0.1346,145.6975,13.8542,141.7845,14.2594,143.741,14.0568,3.817,66,34.89,39.49,True,True,True,True,True,False
633,C_allsky,23.18,16,17,33,0.1051,168.0025,5.9763,165.4959,6.9048,166.7492,6.4405,2.658,61,24.19,24.91,True,True,True,True,True,False
1224,C_allsky,21.21,15,18,33,0.117,176.6804,13.1471,178.6364,16.2596,177.6584,14.7034,3.642,77,31.19,37.61,True,True,True,True,True,False
1503,C_allsky,21.61,15,18,33,0.1042,166.4704,6.1836,162.1692,7.325,164.3198,6.7543,4.421,60,17.15,21.28,True,True,True,True,True,False
1825,C_allsky,20.61,16,17,33,0.153,126.9495,15.6201,125.1159,15.9561,126.0327,15.7881,1.796,63,39.89,41.86,True,True,True,True,True,False
1909,C_allsky,19.91,15,18,33,0.1005,228.8736,-0.8001,227.7623,2.7277,228.318,0.9638,3.699,46,15.78,19.61,True,True,True,True,True,False
2131,C_allsky,24.67,16,17,33,0.1067,146.8707,9.4778,147.8789,12.8229,147.3748,11.1504,3.488,70,20.54,22.1,True,True,True,True,True,False
2173,C_allsky,25.17,16,17,33,0.1156,228.2546,36.7447,228.1847,39.5663,228.2196,38.1555,2.822,41,22.71,23.98,True,True,True,True,True,False
2349,C_allsky,20.06,15,18,33,0.1204,146.0724,65.6509,141.8574,67.328,143.9649,66.4895,2.375,88,35.57,39.7,True,True,True,True,True,False
2622,C_allsky,21.17,15,18,33,0.1325,206.3119,8.1908,206.0471,10.7706,206.1795,9.4807,2.593,80,26.37,29.78,True,True,True,True,True,False
2675,C_allsky,16.55,15,18,33,0.1171,207.0164,30.3111,203.6973,30.3739,205.3568,30.3425,2.865,48,35.56,39.27,True,True,True,True,True,False
2902,C_allsky,16.26,16,17,33,0.1345,119.0342,50.4094,120.1364,52.0775,119.5853,51.2434,1.805,57,33.44,34.58,True,True,True,True,True,False
3106,C_allsky,21.44,16,17,33,0.1383,209.431,27.0062,211.8646,25.862,210.6478,26.4341,2.461,81,30.99,32.68,True,True,True,True,True,False
3259,C_allsky,19.58,15,18,33,0.1406,244.2953,34.9295,244.8111,38.0463,244.5532,36.4879,3.144,45,29.9,37.09,True,True,True,True,True,False
3327,C_allsky,22.11,16,17,33,0.143,236.4131,41.4611,235.3009,44.216,235.857,42.8385,2.873,76,44.23,45.59,True,True,True,True,True,False
3541,C_allsky,20.16,15,18,33,0.1207,224.6518,7.9603,224.0352,10.2962,224.3435,9.1283,2.414,49,20.42,25.7,True,True,True,True,True,False
3638,C_allsky,23.09,15,18,33,0.1111,136.0472,4.2398,136.9709,3.3643,136.5091,3.802,1.271,54,19.0,21.62,True,True,True,True,True,False
3783,C_allsky,22.14,15,18,33,0.1092,212.9985,7.6684,211.9159,11.4951,212.4572,9.5818,3.973,53,18.9,22.17,True,True,True,True,True,False
4063,C_allsky,15.59,16,17,33,0.107,240.9771,-0.7225,242.2529,-0.0819,241.615,-0.4022,1.428,53,26.36,27.24,True,True,True,True,True,False
4327,C_allsky,22.66,16,17,33,0.1313,194.7358,20.2517,195.7292,19.103,195.2325,19.6774,1.481,80,36.25,37.66,True,True,True,True,True,False
4788,C_allsky,22.14,15,18,33,0.1178,156.0741,21.3429,160.022,21.8845,158.048,21.6137,3.71,63,25.82,28.8,True,True,True,True,True,False
5447,C_allsky,19.08,15,18,33,0.1104,125.7275,10.9868,126.3414,10.5758,126.0344,10.7813,0.73,75,27.44,31.83,True,True,True,True,True,False
5636,C_allsky,22.81,16,17,33,0.1006,196.8738,33.1362,196.9183,36.4536,196.8961,34.7949,3.318,38,23.31,24.23,True,True,True,True,True,False
5917,C_allsky,15.12,16,17,33,0.1263,168.1289,11.1404,166.495,13.5765,167.3119,12.3584,2.912,72,36.98,39.97,True,True,True,True,True,False
147,C_allsky,19.65,16,16,32,0.1032,141.0856,31.2019,136.4123,30.0104,138.7489,30.6062,4.195,43,20.91,20.91,True,True,True,True,True,False
332,C_allsky,20.64,15,17,32,0.126,210.9498,16.9447,208.4567,18.5264,209.7033,17.7355,2.853,84,32.5,34.73,True,True,True,True,True,False
501,C_allsky,23.68,15,17,32,0.1036,155.0056,45.3936,147.9225,47.2164,151.464,46.305,5.222,64,23.8,26.86,True,True,True,True,True,False
2783,C_allsky,18.17,15,17,32,0.1056,133.9802,35.8038,136.222,37.8432,135.1011,36.8235,2.717,47,18.77,21.25,True,True,True,True,True,False
2923,C_allsky,17.15,15,17,32,0.1104,230.5879,36.6984,232.7383,38.2644,231.6631,37.4814,2.316,60,27.85,30.4,True,True,True,True,True,False
3276,C_allsky,16.68,16,16,32,0.1327,251.0452,40.1147,248.5858,41.4065,249.8155,40.7606,2.267,55,25.8,25.8,True,True,True,True,True,False
6513,C_allsky,17.71,15,17,32,0.1158,163.1454,23.1362,163.2184,26.6757,163.1819,24.906,3.54,70,34.61,36.58,True,True,True,True,True,False
7136,C_allsky,15.63,15,17,32,0.1461,212.5016,61.3617,211.5252,63.9819,212.0134,62.6718,2.658,47,31.29,36.06,True,True,True,True,True,False
364,C_allsky,20.24,15,16,31,0.1011,121.0418,16.4202,117.4247,15.4575,119.2332,15.9389,3.609,46,18.35,19.26,True,True,True,True,True,False
372,C_allsky,18.63,15,16,31,0.1303,185.9947,22.8356,183.853,21.7148,184.9239,22.2752,2.277,66,30.72,32.25,True,True,True,True,True,False
455,C_allsky,18.11,15,16,31,0.1021,178.088,42.2541,180.6961,43.7943,179.392,43.0242,2.451,51,18.29,18.92,True,True,True,True,True,False
623,C_allsky,22.17,15,16,31,0.1467,176.0468,42.2668,176.4329,44.4189,176.2398,43.3428,2.17,65,35.01,36.46,True,True,True,True,True,False
1107,C_allsky,20.64,15,16,31,0.1314,233.1348,4.2196,233.2109,6.8086,233.1728,5.5141,2.59,36,24.81,26.45,True,True,True,True,True,False
1227,C_allsky,17.83,15,16,31,0.1354,246.0587,41.0009,248.4023,40.5104,247.2305,40.7556,1.842,63,27.95,29.46,True,True,True,True,True,False
1900,C_allsky,18.67,15,16,31,0.1285,207.9801,12.19,208.1613,15.2217,208.0707,13.7059,3.037,61,25.75,26.77,True,True,True,True,True,False
2256,C_allsky,19.66,15,16,31,0.1197,190.0558,65.1401,192.9841,66.0923,191.52,65.6162,1.539,55,24.18,25.49,True,True,True,True,True,False
2430,C_allsky,23.05,15,16,31,0.1032,176.413,9.8033,175.0789,10.536,175.746,10.1696,1.504,84,19.2,19.99,True,True,True,True,True,False
2516,C_allsky,22.86,15,16,31,0.1011,159.3334,11.0202,162.836,11.3626,161.0847,11.1914,3.453,42,17.52,19.17,True,True,True,True,True,False
2632,C_allsky,17.1,15,16,31,0.101,119.78,38.6231,121.6569,38.4232,120.7184,38.5231,1.482,52,21.2,21.88,True,True,True,True,True,False
3147,C_allsky,21.15,15,16,31,0.1273,174.2313,31.6673,177.472,32.8501,175.8516,32.2587,2.985,53,23.45,25.72,True,True,True,True,True,False
5271,C_allsky,17.14,15,16,31,0.1059,126.0386,12.2525,125.9534,14.2242,125.996,13.2384,1.973,50,19.08,20.07,True,True,True,True,True,False
5583,C_allsky,21.25,15,16,31,0.1022,192.244,63.9987,199.5198,65.6218,195.8819,64.8102,3.496,49,21.27,21.98,True,True,True,True,True,False
6088,C_allsky,17.61,15,16,31,0.1061,138.5401,37.3058,136.6474,37.4559,137.5937,37.3808,1.511,50,23.95,25.1,True,True,True,True,True,False
938,C_allsky,17.65,15,15,30,0.1228,145.8317,40.4999,144.0086,41.5308,144.9201,41.0154,1.719,40,22.22,22.22,True,True,True,True,True,False
4025,C_allsky,15.23,15,15,30,0.1114,181.749,0.8152,182.0913,3.1891,181.9202,2.0021,2.399,41,28.93,28.93,True,True,True,True,True,False
4308,C_allsky,17.95,15,15,30,0.105,255.3842,33.4652,257.2072,34.3033,256.2957,33.8843,1.73,29,20.15,20.15,True,True,True,True,True,False
4551,C_allsky,19.14,15,15,30,0.1092,220.5205,13.1117,220.6215,16.3493,220.571,14.7305,3.239,36,17.28,17.28,True,True,True,True,True,False
5889,C_allsky,16.06,15,15,30,0.1127,226.9547,3.2981,226.3018,5.0017,226.6283,4.1499,1.824,41,23.07,23.07,True,True,True,True,True,False
1958,D_allsky_relaxed,21.12,14,24,38,0.1144,176.4438,10.8881,176.06,12.0329,176.2519,11.4605,1.205,40,17.32,30.0,True,True,True,False,True,False
1511,D_allsky_relaxed,25.29,12,25,37,0.1112,211.0515,6.4597,211.5426,8.3504,211.2971,7.4051,1.952,51,24.56,43.69,True,True,True,False,True,False
3275,D_allsky_relaxed,22.58,13,22,35,0.1143,132.0055,50.6898,133.1781,54.2037,132.5918,52.4467,3.586,54,24.96,38.33,True,True,True,False,True,False
4608,D_allsky_relaxed,15.72,14,21,35,0.1274,206.7577,5.4661,206.948,8.2222,206.8528,6.8442,2.763,72,31.71,42.69,True,True,True,False,True,False
1517,D_allsky_relaxed,16.59,12,22,34,0.1134,230.1838,32.5345,229.031,34.6409,229.6074,33.5877,2.315,33,24.27,40.43,True,True,True,False,True,False
1532,D_allsky_relaxed,23.33,13,21,34,0.1258,175.9172,57.2448,180.6362,58.8596,178.2767,58.0522,2.974,40,32.09,44.47,True,True,True,False,True,False
63,D_allsky_relaxed,24.78,13,20,33,0.101,181.8709,44.8385,183.8119,49.2608,182.8414,47.0497,4.616,88,15.86,24.47,True,True,True,False,True,False
1955,D_allsky_relaxed,15.32,14,19,33,0.1126,229.6308,35.6593,227.4121,36.7942,228.5215,36.2267,2.119,27,21.14,26.35,True,True,True,False,True,False
2106,D_allsky_relaxed,20.04,12,21,33,0.1145,158.6186,22.99,156.8846,26.4298,157.7516,24.7099,3.783,56,22.43,39.01,True,True,True,False,True,False
2221,D_allsky_relaxed,16.61,14,19,33,0.1027,194.031,36.2229,197.438,36.074,195.7345,36.1484,2.755,34,19.62,26.39,True,True,True,False,True,False
10098,D_allsky_relaxed,15.14,14,19,33,0.1386,254.807,39.1322,253.4916,39.1852,254.1493,39.1587,1.021,68,25.66,36.49,True,True,True,False,True,False
11920,D_allsky_relaxed,16.56,14,19,33,0.1438,197.4054,19.3705,198.5384,20.5717,197.9719,19.9711,1.605,69,31.57,41.54,True,True,True,False,True,False
621,D_allsky_relaxed,19.74,14,18,32,0.1295,217.043,31.8576,216.0851,35.2408,216.564,33.5492,3.476,68,23.07,28.0,True,True,True,False,True,False
859,D_allsky_relaxed,15.65,13,19,32,0.1113,181.876,18.8224,184.4916,19.4606,183.1838,19.1415,2.552,55,17.48,26.27,True,True,True,False,True,False
1792,D_allsky_relaxed,22.87,14,18,32,0.1313,180.1197,3.3025,180.0307,2.471,180.0752,2.8867,0.836,56,26.91,49.07,True,True,True,False,True,False
1823,D_allsky_relaxed,18.21,13,19,32,0.1349,159.4716,51.7285,158.512,53.7587,158.9918,52.7436,2.112,53,23.0,35.0,True,True,True,False,True,False
4065,D_allsky_relaxed,18.72,14,18,32,0.116,173.7412,16.3442,173.8948,18.1754,173.818,17.2598,1.837,47,19.82,24.86,True,True,True,False,True,False
204,D_allsky_relaxed,24.3,14,17,31,0.1128,211.3417,9.0424,210.0657,12.4128,210.7037,10.7276,3.596,35,28.27,34.18,True,True,True,False,True,False
930,D_allsky_relaxed,16.53,14,17,31,0.1273,123.4673,29.3754,121.744,29.4664,122.6056,29.4209,1.504,44,24.11,28.98,True,True,True,False,True,False
1002,D_allsky_relaxed,20.23,11,20,31,0.1354,179.3101,26.9946,180.6284,29.0662,179.9692,28.0304,2.376,75,21.23,37.67,True,True,True,False,True,False
1591,D_allsky_relaxed,18.11,14,17,31,0.1084,226.603,24.7357,229.1901,27.1342,227.8966,25.935,3.342,83,19.92,22.21,True,True,True,False,True,False
1665,D_allsky_relaxed,20.55,14,17,31,0.101,252.0392,29.7833,253.0891,30.9549,252.5641,30.3691,1.481,30,17.56,21.18,True,True,True,False,True,False
2093,D_allsky_relaxed,17.61,14,17,31,0.1205,139.3316,50.3702,135.2078,49.2487,137.2697,49.8095,2.888,76,24.38,29.28,True,True,True,False,True,False
2156,D_allsky_relaxed,15.59,13,18,31,0.1383,172.4544,28.535,173.107,30.1529,172.7807,29.344,1.715,90,22.78,32.13,True,True,True,False,True,False
2463,D_allsky_relaxed,18.17,13,18,31,0.1202,234.5812,42.571,237.355,45.5088,235.9681,44.0399,3.551,60,19.99,27.52,True,True,True,False,True,False
3798,D_allsky_relaxed,18.71,14,17,31,0.1327,198.3642,62.4959,194.0504,63.6707,196.2073,63.0833,2.279,47,28.94,41.31,True,True,True,False,True,False
5169,D_allsky_relaxed,16.09,14,17,31,0.1045,219.571,23.6675,221.6007,25.2415,220.5859,24.4545,2.427,62,21.03,25.94,True,True,True,False,True,False
5237,D_allsky_relaxed,18.44,14,17,31,0.1281,144.6554,29.9606,143.4338,32.0185,144.0446,30.9896,2.309,38,31.4,35.09,True,True,True,False,True,False
5414,D_allsky_relaxed,20.15,13,18,31,0.1028,207.8971,35.6862,209.6935,35.6886,208.7953,35.6874,1.459,75,19.41,25.35,True,True,True,False,True,False
6739,D_allsky_relaxed,17.57,14,17,31,0.1035,130.198,14.9848,127.024,15.4972,128.611,15.241,3.105,50,17.38,20.96,True,True,True,False,True,False
7473,D_allsky_relaxed,19.06,14,17,31,0.1393,209.3728,24.382,207.647,24.5757,208.5099,24.4789,1.583,56,28.92,36.41,True,True,True,False,True,False
357,D_allsky_relaxed,24.13,14,16,30,0.1145,122.7459,50.8887,122.9898,49.1359,122.8678,50.0123,1.76,70,24.11,26.25,True,True,True,False,True,False
397,D_allsky_relaxed,19.16,14,16,30,0.1026,122.2849,51.2783,122.6786,52.9318,122.4817,52.105,1.671,36,16.65,18.18,True,True,True,False,True,False
478,D_allsky_relaxed,18.16,12,18,30,0.1018,192.2213,57.9534,191.3728,61.3439,191.7971,59.6486,3.417,86,13.11,22.5,True,True,True,False,True,False
554,D_allsky_relaxed,19.2,12,18,30,0.1033,249.9837,24.8264,252.7404,27.7222,251.362,26.2743,3.807,33,14.95,24.13,True,True,True,False,True,False
630,D_allsky_relaxed,29.12,14,16,30,0.1062,165.838,49.0458,168.5808,51.6695,167.2094,50.3577,3.154,53,18.73,23.12,True,True,True,False,True,False
1849,D_allsky_relaxed,16.17,14,16,30,0.1167,136.5535,18.6428,136.2785,19.9803,136.416,19.3116,1.362,65,20.67,23.22,True,True,True,False,True,False
2165,D_allsky_relaxed,15.6,11,19,30,0.1059,174.0972,7.2251,174.3795,9.4865,174.2383,8.3558,2.279,39,17.73,38.79,True,True,True,False,True,False
2419,D_allsky_relaxed,23.98,14,16,30,0.1243,228.9137,33.9944,227.1646,34.4411,228.0391,34.2177,1.514,40,27.19,29.21,True,True,True,False,True,False
3009,D_allsky_relaxed,17.04,14,16,30,0.1085,213.6348,6.5616,212.7592,8.1498,213.197,7.3557,1.81,56,22.67,25.36,True,True,True,False,True,False
4675,D_allsky_relaxed,20.17,13,17,30,0.1342,184.9807,1.9802,182.5143,3.1667,183.7475,2.5735,2.735,48,23.33,29.76,True,True,True,False,True,False
4972,D_allsky_relaxed,15.09,14,16,30,0.1276,246.945,46.9197,248.0854,49.0397,247.5152,47.9797,2.253,55,25.06,30.56,True,True,True,False,True,False
5019,D_allsky_relaxed,16.64,13,17,30,0.1286,153.4785,17.7917,151.4955,17.1035,152.487,17.4476,2.013,67,22.73,32.54,True,True,True,False,True,False
5580,D_allsky_relaxed,18.62,14,16,30,0.1326,117.3625,34.3591,120.1111,35.904,118.7368,35.1316,2.728,66,30.26,33.98,True,True,True,False,True,False
5698,D_allsky_relaxed,20.18,14,16,30,0.1142,167.7766,42.0888,168.4223,44.8762,168.0994,43.4825,2.827,34,15.84,18.6,True,True,True,False,True,False
7187,D_allsky_relaxed,21.11,10,20,30,0.1109,246.2521,25.9379,249.4275,27.6115,247.8398,26.7747,3.292,38,13.25,25.68,True,True,True,False,True,False
7350,D_allsky_relaxed,19.13,13,17,30,0.1136,152.4771,23.1151,150.8199,25.7137,151.6485,24.4144,3.005,49,24.37,28.63,True,True,True,False,True,False
13,D_allsky_relaxed,25.12,14,15,29,0.1008,139.3603,52.2636,140.144,55.1474,139.7522,53.7055,2.921,50,20.43,22.28,True,True,True,False,True,False
1464,D_allsky_relaxed,19.13,14,15,29,0.1083,236.4218,53.2354,234.9206,56.8981,235.6712,55.0667,3.762,85,19.46,20.6,True,True,True,False,True,False
1844,D_allsky_relaxed,20.13,12,17,29,0.1307,178.936,2.668,176.7088,3.2048,177.8224,2.9364,2.288,58,23.32,32.98,True,True,True,False,True,False
1917,D_allsky_relaxed,17.19,14,15,29,0.1131,151.7142,37.179,148.6099,39.5447,150.162,38.3618,3.394,54,19.09,21.13,True,True,True,False,True,False
1921,D_allsky_relaxed,17.15,14,15,29,0.1039,217.0683,15.7865,218.2628,19.5229,217.6655,17.6547,3.906,39,20.37,21.52,True,True,True,False,True,False
2207,D_allsky_relaxed,21.15,14,15,29,0.1088,177.7038,10.6095,176.6955,12.9756,177.1997,11.7926,2.564,60,18.91,19.96,True,True,True,False,True,False
2245,D_allsky_relaxed,19.57,14,15,29,0.1192,218.7003,9.0899,218.3694,11.7383,218.5349,10.4141,2.668,60,26.74,27.76,True,True,True,False,True,False
2450,D_allsky_relaxed,20.12,12,17,29,0.1095,129.4941,29.5708,126.4338,32.2895,127.9639,30.9302,3.779,55,21.82,32.54,True,True,True,False,True,False
2653,D_allsky_relaxed,18.61,13,16,29,0.1209,134.7974,16.6352,132.6984,16.9815,133.7479,16.8084,2.039,39,22.0,26.56,True,True,True,False,True,False
3002,D_allsky_relaxed,18.11,13,16,29,0.145,238.6995,56.0437,234.4618,56.3543,236.5806,56.199,2.378,57,26.9,32.33,True,True,True,False,True,False
3990,D_allsky_relaxed,15.07,14,15,29,0.1033,218.6756,14.7047,219.6443,16.4659,219.16,15.5853,1.993,50,21.76,22.71,True,True,True,False,True,False
4299,D_allsky_relaxed,18.72,14,15,29,0.1194,223.5632,8.6829,222.3149,9.8904,222.939,9.2866,1.725,52,37.34,38.28,True,True,True,False,True,False
4300,D_allsky_relaxed,19.59,12,17,29,0.1184,251.9012,23.4369,250.8836,25.1469,251.3924,24.2919,1.945,40,19.2,30.8,True,True,True,False,True,False
4356,D_allsky_relaxed,20.73,14,15,29,0.1131,172.217,39.2599,172.3683,41.942,172.2926,40.601,2.685,52,22.99,24.65,True,True,True,False,True,False
4541,D_allsky_relaxed,16.25,14,15,29,0.1091,157.1556,39.4333,159.2409,41.4041,158.1983,40.4187,2.531,28,21.13,21.83,True,True,True,False,True,False
4907,D_allsky_relaxed,22.54,14,15,29,0.1261,119.2716,27.1692,120.7863,29.1391,120.029,28.1541,2.38,47,26.06,27.94,True,True,True,False,True,False
5837,D_allsky_relaxed,15.67,14,15,29,0.1135,246.2108,33.8011,248.66,34.8606,247.4354,34.3308,2.283,38,23.33,24.43,True,True,True,False,True,False
6767,D_allsky_relaxed,16.12,13,16,29,0.1352,215.2153,22.4546,217.44,22.8059,216.3277,22.6303,2.083,77,24.25,30.81,True,True,True,False,True,False
9195,D_allsky_relaxed,20.56,14,15,29,0.1287,152.7405,63.7645,151.3814,64.6771,152.061,64.2208,1.087,58,23.2,24.29,True,True,True,False,True,False
194,D_allsky_relaxed,21.72,13,15,28,0.1004,245.6456,25.8502,247.2132,26.6123,246.4294,26.2313,1.599,35,13.97,15.8,True,True,True,False,True,False
374,D_allsky_relaxed,17.13,13,15,28,0.1247,138.5567,16.6559,135.6911,18.5647,137.1239,17.6103,3.332,61,24.44,31.45,True,True,True,False,True,False
678,D_allsky_relaxed,18.62,13,15,28,0.1046,155.9213,8.8256,153.1148,9.8799,154.5181,9.3528,2.963,54,15.52,18.55,True,True,True,False,True,False
1330,D_allsky_relaxed,21.74,13,15,28,0.1005,234.8501,40.085,236.3926,41.5539,235.6214,40.8195,1.876,48,16.16,19.21,True,True,True,False,True,False
1674,D_allsky_relaxed,24.14,14,14,28,0.1134,205.9583,17.5046,204.2639,19.4501,205.1111,18.4774,2.523,75,20.69,20.69,True,True,True,False,True,False
2134,D_allsky_relaxed,23.6,13,15,28,0.1167,154.1676,5.9263,150.7646,5.7218,152.4661,5.824,3.392,48,23.73,26.56,True,True,True,False,True,False
2312,D_allsky_relaxed,16.63,12,16,28,0.1096,171.3362,60.607,170.5517,62.5373,170.9439,61.5722,1.966,30,15.58,23.56,True,True,True,False,True,False
2698,D_allsky_relaxed,16.63,14,14,28,0.118,156.7721,54.5785,151.5166,55.4342,154.1444,55.0064,3.133,56,27.76,27.76,True,True,True,False,True,False
2880,D_allsky_relaxed,18.15,13,15,28,0.1161,172.5512,5.7889,173.5172,8.6698,173.0342,7.2294,3.036,51,24.73,27.58,True,True,True,False,True,False
3096,D_allsky_relaxed,15.2,13,15,28,0.1045,249.9497,26.1552,247.5909,25.8755,248.7703,26.0153,2.138,43,16.64,19.44,True,True,True,False,True,False
3403,D_allsky_relaxed,23.31,11,17,28,0.1091,199.2843,38.3265,196.5928,39.8682,197.9386,39.0974,2.596,87,15.7,23.83,True,True,True,False,True,False
3575,D_allsky_relaxed,15.08,13,15,28,0.1109,228.4788,29.0003,228.2859,30.515,228.3823,29.7576,1.524,36,23.12,24.92,True,True,True,False,True,False
4884,D_allsky_relaxed,20.55,14,14,28,0.1008,162.8751,38.6783,162.4278,40.4739,162.6514,39.5761,1.828,31,18.89,18.89,True,True,True,False,True,False
5558,D_allsky_relaxed,16.15,13,15,28,0.1065,179.3052,13.777,179.9415,14.8667,179.6233,14.3218,1.252,70,19.62,21.68,True,True,True,False,True,False
5701,D_allsky_relaxed,20.12,14,14,28,0.103,209.5544,2.5078,209.6914,6.0137,209.6229,4.2607,3.509,43,17.8,17.8,True,True,True,False,True,False
6171,D_allsky_relaxed,17.7,11,17,28,0.1129,147.5643,28.7631,145.7963,31.1826,146.6803,29.9729,2.864,39,16.47,24.46,True,True,True,False,True,False
6460,D_allsky_relaxed,16.61,14,14,28,0.1499,243.1163,17.2368,241.7808,18.9318,242.4486,18.0843,2.118,34,34.86,34.86,True,True,True,False,True,False
6525,D_allsky_relaxed,15.12,14,14,28,0.1304,140.779,8.2351,137.9892,7.7238,139.3841,7.9795,2.81,91,26.09,26.09,True,True,True,False,True,False
7217,D_allsky_relaxed,17.62,12,16,28,0.1298,223.7706,4.0114,226.2741,5.6033,225.0223,4.8073,2.959,68,19.4,24.54,True,True,True,False,True,False
8412,D_allsky_relaxed,15.63,10,18,28,0.107,188.0654,67.0437,194.3488,66.7929,191.2071,66.9183,2.476,43,21.46,32.72,True,True,True,False,True,False
9415,D_allsky_relaxed,15.73,13,15,28,0.1013,127.4752,16.96,125.5695,17.3666,126.5224,17.1633,1.866,27,19.63,22.54,True,True,True,False,True,False
429,D_allsky_relaxed,18.11,13,14,27,0.1155,196.1,46.3025,198.5283,47.7645,197.3142,47.0335,2.208,53,22.36,23.15,True,True,True,False,True,False
